x,y
1.72,0.4812412932286644
1.72445,-2.403581574299428
1.7289,-2.166919553783063
1.73335,-1.9774220082576695
1.7378,-1.7414364166584422
1.74225,-1.602714401324665
1.7467,-1.352367649035974
1.75115,-1.1102282550393683
1.7556,-0.8441930181397146
1.76005,-0.5889462774624654
1.7645,-0.31503567388424447
1.76895,-0.2521177433157011
1.7734,-0.5985920494377905
1.77785,0.2735996278765634
1.7823,1.121004347773497
1.78675,1.5078321560748331
1.7912,1.9068914265787822
1.79565,2.1982831933242766
1.8001,2.457829837260996
1.80455,2.6796194802458086
1.809,2.8708434359997494
1.81345,3.019446538837725
1.8179,3.198675430325061
1.82235,3.4132953399059276
1.8268,3.628006251711164
1.83125,3.829955708603625
1.8357,3.9446386005958365
1.84015,3.926779718206821
1.8446,3.6544027143914852
1.84905,-2.561054967223358
1.8535,-1.8820789463823784
1.85795,-1.2985230966140937
1.8624,2.441222353059971
1.86685,2.2320340880482195
1.8713,2.155245612888274
1.87575,1.985355214225857
1.8802,1.8776280024969285
1.88465,-0.4211690181494494
1.8891,-0.563646389779961
1.89355,-0.48295391239702457
1.898,2.433532380639619
1.90245,2.74800351370852
1.9069,2.9057579393271276
1.91135,2.9609738420218896
1.9158,2.9390845252373845
1.92025,2.9190803413342348
1.9247,2.9291582556506395
1.92915,2.0842842115177325
1.9336,3.2183972220356045
1.93805,3.2599621877531257
1.9425,3.5146765670675677
1.94695,3.4382570448984597
1.9514,3.662494088203893
1.95585,3.915657167547332
1.9603,4.110148799899085
1.96475,4.445068830753945
1.9692,4.681542589619546
1.97365,4.782478980591065
1.9781,5.165342030635955
1.98255,5.330300551815463
1.987,5.524347317024849
1.99145,-2.77543522349582
1.9959,-3.07276303071424
2.00035,7.3500666093295886
2.0048,7.949025994334409
2.00925,7.940245705454261
2.0137,7.491413253961552
2.01815,6.962105309812763
2.0226,6.56581329219399
2.02705,6.292072688579563
2.0315,5.823798490951876
2.03595,5.50448733195891
2.0404,5.214394429936055
2.04485,4.830394144960965
2.0493,4.434537868018905
2.05375,3.8682085739285816
2.0582,3.1956703929274917
2.06265,2.3499509063142883
2.0671,0.8562612486562244
2.07155,0.5929245516853134
2.076,-0.23968021994863298
2.08045,-0.8563529977772167
2.0849,-1.6688946986036712
2.08935,-1.1704823463918885
2.0938,-1.581514235513436
2.09825,3.0176740199996144
2.1027,4.130231425349937
2.10715,5.861969465033257
2.1116,9.289951770397703
2.11605,12.054818880823548
2.1205,12.323576891298773
2.12495,11.348426395769723
2.1294,10.587953137237335
2.13385,9.990039342335175
2.1383,9.539795126797689
2.14275,7.545668769139131
2.1472,10.271914559178182
2.15165,-6.23825026218142
2.1561,9.414490475210636
2.16055,8.916025008415641
2.165,8.277301363060925
2.16945,7.779923760408513
2.1739,7.402778615105385
2.17835,6.472569358135358
2.1828,0.04264576387744912
2.18725,-0.05669152349187756
2.1917,-2.3407320070335382
2.19615,-2.8131049511029778
2.2006,-3.2643621510368925
2.20505,-4.030880895559314
2.2095,-4.621930268703765
2.21395,-4.782081170515127
2.2184,6.237062498375304
2.22285,6.9871118682421125
2.2273,7.873332853099791
2.23175,8.130556667286342
2.2362,8.297423251645208
2.24065,8.428041070473776
2.2451,8.518094952625255
2.24955,-8.956906223321875
2.254,-9.017113575436264
2.25845,-8.914612355672269
2.2629,8.732203864278283
2.26735,8.944650325953534
2.2718,9.321105627036564
2.27625,9.759779317257536
2.2807,10.624925424216135
2.28515,10.967977516758571
2.2896,-8.752890941025324
2.29405,4.8918810177062
2.2985,4.140255626188311
2.30295,4.583165986541035
2.3074,5.3830019324664065
2.31185,5.842661721458963
2.3163,6.2393577263709314
2.32075,6.424836598139925
2.3252,6.5964645109983415
2.32965,7.471475694438797
2.3341,7.533512234722182
2.33855,7.472754530556544
2.343,7.328405762517336
2.34745,7.1050819010697905
2.3519,6.659865807031689
2.35635,6.095085328970187
2.3608,5.445210343547583
2.36525,4.781766995242373
2.3697,4.191015589311138
2.37415,-4.961516358544043
2.3786,-5.246449632552538
2.38305,-5.8302502516623775
2.3875,4.270141136562656
2.39195,6.112298865385681
2.3964,7.69606882247363
2.40085,10.630744514291226
2.4053,-0.026965289947777804
2.40975,21.17668549729955
2.4142,20.90889254752598
2.41865,15.997422064351497
2.4231,14.166920543607038
2.42755,-6.043679146679095
2.432,12.21651476880747
2.43645,11.60215032815674
2.4409,11.106518408254018
2.44535,10.636368156647148
2.4498,10.191743246520776
2.45425,9.63958250057417
2.4587,8.930933351140492
2.46315,8.302529378107655
2.4676,7.472640661709339
2.47205,6.5790041166721895
2.4765,5.291061616892715
2.48095,3.755110521997356
2.4854,0.9473546349221376
2.48985,0.9024524461272332
2.4943,0.5185639497024748
2.49875,-0.18532432794875886
2.5032,2.522750068203393
2.50765,6.599318801193668
2.5121,9.416686978986803
2.51655,12.617226630978447
2.521,20.57739630710652
2.52545,36.070936017860205
2.5299,33.10515615650287
2.53435,28.267121873594103
2.5388,25.017482285448153
2.54325,22.755193078440218
2.5477,20.940579964204986
2.55215,19.84772866529856
2.5566,18.832493876558605
2.56105,18.14694317983396
2.5655,17.455428668718564
2.56995,-6.400575986976788
2.5744,15.902498447795782
2.57885,15.04015236716188
2.5833,13.770358135304996
2.58775,13.37063975966041
2.5922,12.258633331966998
2.59665,5.945946401842034
2.6011,1.432064751335226
2.60555,-0.512007873926116
2.61,-6.35548981440682
