# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S12 ang:Trc2_S12 db:Trc3_S21 ang:Trc3_S21 db:Trc4_S22 ang:Trc4_S22 
1.720000000000000E+009 -1.901201800943615E+000 6.476325861346466E+001 -2.098593698795376E+001 1.504679131240501E+002 -6.303037805571434E+000 1.375995975522624E+002 -5.473794639163667E-002 -2.676459310975805E+001 
1.720445000000000E+009 -1.828905499906976E+000 6.377708334988763E+001 -2.249377660067790E+001 1.519581220056294E+002 -6.171162272108551E+000 1.351827330136844E+002 -3.649771263949731E-002 -2.469460833889960E+001 
1.720890000000000E+009 -1.944221237461615E+000 6.434966333397425E+001 -2.330597362493765E+001 1.587427662729297E+002 -6.352268286982121E+000 1.348149689446108E+002 3.730854054793091E-002 -2.449780719692166E+001 
1.721335000000000E+009 -1.988016584308560E+000 6.108969172104958E+001 -2.424327320237638E+001 1.321068857662292E+002 -6.229698842412899E+000 1.341062484854313E+002 -3.559348529545597E-002 -2.394770267853771E+001 
1.721780000000000E+009 -2.110956382454772E+000 6.037074587910191E+001 -2.461630628084027E+001 1.456977681645311E+002 -6.326327859242046E+000 1.378747212455452E+002 3.223445946873158E-002 -2.410642376522461E+001 
1.722225000000000E+009 -1.968165955801528E+000 6.264747169780062E+001 -2.413586811068554E+001 1.526127102366545E+002 -6.319974627057305E+000 1.368802956527561E+002 2.967524585033876E-003 -2.458690095192694E+001 
1.722670000000000E+009 -1.801669825948226E+000 6.181025696906457E+001 -2.576562734129610E+001 1.533303574210082E+002 -6.207836205332107E+000 1.369900436628611E+002 7.506710119987382E-002 -2.379868409116211E+001 
1.723115000000000E+009 -1.867180169482041E+000 6.068711599307061E+001 -2.334646457378086E+001 1.499743264959650E+002 -6.268142466437294E+000 1.370209235333246E+002 1.132769616709911E-001 -2.498674275170903E+001 
1.723560000000000E+009 -2.035519193226102E+000 5.859046207558879E+001 -2.662400953206747E+001 1.519662801420134E+002 -6.406672185223506E+000 1.367816343322143E+002 6.789688783254960E-002 -2.340397735574495E+001 
1.724005000000000E+009 -1.635725586726790E+000 6.146747534911347E+001 -2.457767262503927E+001 1.516828623822120E+002 -6.189224694774702E+000 1.366393267384213E+002 7.377740016540314E-002 -2.510872910418007E+001 
1.724450000000000E+009 -1.977777674930442E+000 5.596340862962876E+001 -2.682704126105422E+001 1.611143898899234E+002 -6.312980371447923E+000 1.365922418321044E+002 1.477588504783619E-001 -2.387477182458061E+001 
1.724895000000000E+009 -1.853138980294621E+000 5.547093682380375E+001 -2.652284930672417E+001 1.534105318088972E+002 -6.178030528218619E+000 1.340019987721225E+002 2.949973049479910E-003 -2.429682829458612E+001 
1.725340000000000E+009 -2.061618790933876E+000 5.999872311763615E+001 -3.010026504825538E+001 1.425925959885444E+002 -6.413032499074320E+000 1.374846452698000E+002 1.607939907735426E-002 -2.386254283625016E+001 
1.725785000000000E+009 -1.918625473465015E+000 5.629662381196005E+001 -2.598773334423650E+001 1.381371170939362E+002 -6.327087731105110E+000 1.366154286808520E+002 -1.193766370196517E-002 -2.427084591963998E+001 
1.726230000000000E+009 -1.860993878588716E+000 5.711989225143527E+001 -2.636504269634988E+001 1.305101516609434E+002 -6.450182358752654E+000 1.355664037061542E+002 -4.626595079908333E-002 -2.437065099324981E+001 
1.726675000000000E+009 -2.182046532601946E+000 5.457874151839764E+001 -2.864465033299889E+001 1.497038783890762E+002 -6.365680883480570E+000 1.350514948594368E+002 5.924446371159033E-002 -2.373774958128173E+001 
1.727120000000000E+009 -1.970479469113848E+000 5.521441609021707E+001 -2.751639081785398E+001 1.450733613712548E+002 -6.468629639619711E+000 1.368309493865625E+002 8.093151692739485E-002 -2.399912778185015E+001 
1.727565000000000E+009 -2.004081539286494E+000 5.360274993414180E+001 -2.609032344947292E+001 1.376399064145304E+002 -6.310222776227453E+000 1.353942034394380E+002 -4.420422024985068E-002 -2.457696689516002E+001 
1.728010000000000E+009 -1.950922311169025E+000 5.400555381610040E+001 -2.971771278435941E+001 1.249255077996889E+002 -6.342483370550514E+000 1.351334175339656E+002 -1.298727842185461E-001 -2.381349732697469E+001 
1.728455000000000E+009 -2.013675588264294E+000 5.278956877160334E+001 -2.772352828463173E+001 1.507456657324343E+002 -6.246573716730091E+000 1.348175847369303E+002 9.860027633519186E-002 -2.365013350230895E+001 
1.728900000000000E+009 -2.053801276220113E+000 4.978130908648049E+001 -2.542764830709847E+001 1.383620521859371E+002 -6.442984579969286E+000 1.338638931257144E+002 -7.292758198819904E-002 -2.451478130328369E+001 
1.729345000000000E+009 -2.167884514152891E+000 4.921965646806278E+001 -2.952653819962296E+001 1.297611254675791E+002 -6.553679700938760E+000 1.338724877984363E+002 6.187225505321477E-003 -2.354447756462830E+001 
1.729790000000000E+009 -2.293107938367349E+000 4.936711244549873E+001 -2.645825279426821E+001 1.401137297852248E+002 -6.486471184828885E+000 1.330287389352406E+002 -2.308908379640068E-002 -2.417201633295780E+001 
1.730235000000000E+009 -2.374939306291600E+000 4.699028388399493E+001 -2.558452199321574E+001 1.347093465597053E+002 -6.595157478419512E+000 1.329814882524698E+002 -6.310911421518152E-002 -2.456909165808688E+001 
1.730680000000000E+009 -2.122204412125994E+000 4.655429248078004E+001 -2.619388830522080E+001 1.476075450780614E+002 -6.305458693555940E+000 1.343048071209605E+002 6.519056013698918E-002 -2.461367713569455E+001 
1.731125000000000E+009 -1.815122888096100E+000 5.096197094093544E+001 -2.875277193757126E+001 1.333988663380256E+002 -6.267234540996428E+000 1.365021473222499E+002 -1.482294127273981E-002 -2.397070433907753E+001 
1.731570000000000E+009 -2.151966672563760E+000 4.671204307068949E+001 -2.759398196324276E+001 1.406922350931311E+002 -6.290839737288454E+000 1.339507191537515E+002 9.158131356847853E-003 -2.412854182231276E+001 
1.732015000000000E+009 -2.067620566883052E+000 4.599028467074613E+001 -3.236641993298380E+001 1.245945179017214E+002 -6.388234840889711E+000 1.362229124152554E+002 -8.161221987967215E-003 -2.364628505399317E+001 
1.732460000000000E+009 -2.214238555635804E+000 4.372197137174382E+001 -2.915466406657951E+001 1.343533853246806E+002 -6.334071723379590E+000 1.360323284524194E+002 -1.570089942110593E-002 -2.414623048968340E+001 
1.732905000000000E+009 -2.354940809928660E+000 4.104234666445234E+001 -2.979278164721800E+001 1.368809744474521E+002 -6.417609907835900E+000 1.306922538280536E+002 2.010630784892634E-002 -2.406860930624382E+001 
1.733350000000000E+009 -2.213505432775274E+000 4.109588922838287E+001 -2.768073876971347E+001 1.427675813995222E+002 -6.370624861397642E+000 1.342883749706928E+002 -4.015130743332195E-002 -2.449882797886890E+001 
