# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S12 ang:Trc2_S12 db:Trc3_S21 ang:Trc3_S21 db:Trc4_S22 ang:Trc4_S22 
1.720000000000000E+009 -9.223833870053738E+000 7.903718052038781E+001 -3.063897245364111E+000 8.534615401582100E+001 -2.940350144879211E+000 8.687328133762259E+001 -8.006240769210820E+000 -1.220956105113321E+001 
1.720445000000000E+009 -8.383225693932978E+000 8.237576146748663E+001 -3.050413424088109E+000 8.724695392704544E+001 -2.799222796018942E+000 8.843222039329376E+001 -7.855913818572757E+000 -1.235908922481524E+001 
1.720890000000000E+009 -8.804352934557775E+000 8.198408675527155E+001 -3.039164207885484E+000 8.567199371709519E+001 -2.863985387517601E+000 8.601646832550307E+001 -7.970664727769536E+000 -1.375364255299041E+001 
1.721335000000000E+009 -8.615819509788345E+000 8.245019512259938E+001 -3.052528283963256E+000 8.444012181683506E+001 -2.755091303947229E+000 8.634891612210468E+001 -8.126595793910942E+000 -1.281244331511343E+001 
1.721780000000000E+009 -8.694786077416588E+000 8.175865077091378E+001 -3.054895400604782E+000 8.351623085490218E+001 -2.784080483773054E+000 8.586238965146805E+001 -8.102668878185547E+000 -1.390621413829907E+001 
1.722225000000000E+009 -8.966480796290329E+000 8.014495818288367E+001 -3.045392793689959E+000 8.510200179170295E+001 -2.773554858302838E+000 8.385291766117044E+001 -7.899863295254407E+000 -1.445356427488916E+001 
1.722670000000000E+009 -9.223789335564883E+000 7.914537226673203E+001 -3.030048876943192E+000 8.399959061706156E+001 -2.882689469753737E+000 8.453626379285345E+001 -7.934355910271652E+000 -1.481785981973324E+001 
1.723115000000000E+009 -9.080232091894162E+000 8.189814567700937E+001 -3.032101642671282E+000 8.574950962455984E+001 -2.847098127089114E+000 8.303829580546184E+001 -8.334474273458763E+000 -1.593474796680852E+001 
1.723560000000000E+009 -8.866005535219303E+000 7.959421294542788E+001 -3.003794632683198E+000 8.365154425404619E+001 -2.748943273053378E+000 8.144918790563334E+001 -8.098716342231906E+000 -1.678753353736610E+001 
1.724005000000000E+009 -9.323122167691876E+000 7.628333282928747E+001 -3.014011709408926E+000 8.203463911617664E+001 -2.917650339937156E+000 8.130719666055498E+001 -8.383371660283654E+000 -1.580373151404934E+001 
1.724450000000000E+009 -9.117936784595971E+000 7.894593956561513E+001 -3.000188929846432E+000 8.073508060343715E+001 -2.767883912614440E+000 8.284389609575942E+001 -8.405767312548601E+000 -1.510796712713713E+001 
1.724895000000000E+009 -9.072936542970133E+000 8.314134986435765E+001 -3.046814443966209E+000 8.197186787712421E+001 -2.828284212028673E+000 7.938297949903365E+001 -8.133149457156229E+000 -1.595939136296911E+001 
1.725340000000000E+009 -8.903236072991009E+000 7.989870423859952E+001 -2.967676089937778E+000 8.216422690627589E+001 -2.695864041592884E+000 8.102300621027659E+001 -8.430677839232429E+000 -1.829127707554430E+001 
1.725785000000000E+009 -9.319236858110690E+000 7.865029128445914E+001 -2.990396315144837E+000 8.276824180895829E+001 -2.861557022210977E+000 7.936418533433164E+001 -8.370520573952462E+000 -1.519355036600557E+001 
1.726230000000000E+009 -9.113221973185977E+000 7.959248591421962E+001 -2.988760492687541E+000 8.030741879290119E+001 -2.813458230523022E+000 8.138483530336531E+001 -8.524804138894902E+000 -1.596983617099364E+001 
1.726675000000000E+009 -9.367088658043116E+000 7.897491851859218E+001 -2.999474552676379E+000 8.033646752518717E+001 -2.763775945317518E+000 7.972110327236383E+001 -8.533092572339935E+000 -1.959165937266691E+001 
1.727120000000000E+009 -9.326369588886703E+000 7.776583660377371E+001 -2.997648358549929E+000 7.867297159159173E+001 -2.783564553993810E+000 8.043413138585396E+001 -8.449244874348716E+000 -1.984609801597560E+001 
1.727565000000000E+009 -9.490905562590159E+000 8.013400469333747E+001 -3.008551338762876E+000 7.892253011014576E+001 -2.836369715454349E+000 7.964093325165935E+001 -8.492922334872047E+000 -1.912387636426432E+001 
1.728010000000000E+009 -9.513563667699534E+000 7.686653460314872E+001 -2.961843841029543E+000 7.763782227997439E+001 -2.794621655372600E+000 7.829491372004020E+001 -8.641039571576988E+000 -1.828357031420831E+001 
1.728455000000000E+009 -9.111221395144655E+000 7.969167855883951E+001 -2.955685592469257E+000 7.442299035466924E+001 -2.686205541714041E+000 7.941701881377610E+001 -8.626944424614960E+000 -1.762624399187112E+001 
