# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S12 ang:Trc2_S12 db:Trc3_S21 ang:Trc3_S21 db:Trc4_S22 ang:Trc4_S22 
1.720000000000000E+009 -3.782965993661231E+000 6.962022977810673E+001 -9.426134786305482E+000 1.529523018741806E+002 -6.752270650138407E+000 1.702832477142700E+002 -1.790604410689990E+001 6.907658707780871E+001 
1.720445000000000E+009 -4.311539014251979E+000 6.789585223250052E+001 -9.349363554110655E+000 1.529318991345126E+002 -6.865370526837594E+000 1.714268148460778E+002 -1.774690148251065E+001 7.186446819369746E+001 
1.720890000000000E+009 -4.145175779774379E+000 6.620241162389337E+001 -9.402293037879357E+000 1.534486771235515E+002 -6.858878686561288E+000 1.690558322202157E+002 -1.799926183146708E+001 7.274186632077952E+001 
1.721335000000000E+009 -4.481155120328350E+000 6.827579807186069E+001 -9.202888620507505E+000 1.535284013788884E+002 -6.837221998985721E+000 1.700274194666082E+002 -1.780914147004790E+001 7.304048624509534E+001 
1.721780000000000E+009 -4.162857026092725E+000 6.543982599356032E+001 -9.090547171632531E+000 1.528084162545917E+002 -6.687439523377178E+000 1.725989451901491E+002 -1.800371780512237E+001 7.208443019469208E+001 
1.722225000000000E+009 -4.376672887963233E+000 6.311119095370120E+001 -8.960849009419475E+000 1.541162178307708E+002 -6.518863495073117E+000 1.711271259677988E+002 -1.863414630787507E+001 7.581117799721039E+001 
1.722670000000000E+009 -4.586020507165577E+000 6.087853764773232E+001 -9.028716334147978E+000 1.547470481939546E+002 -6.561239480011517E+000 1.711805924745391E+002 -1.859232496671479E+001 7.229462075993807E+001 
1.723115000000000E+009 -4.149252847764108E+000 6.318858166236320E+001 -8.981156526443364E+000 1.502521990530388E+002 -6.463839852700144E+000 1.707922141618338E+002 -1.882136078067434E+001 7.336988120761241E+001 
1.723560000000000E+009 -4.404007608811618E+000 6.430160472891069E+001 -8.651901353132379E+000 1.550399113170925E+002 -6.433288849336898E+000 1.677925386447135E+002 -1.894627628025927E+001 7.153962907999674E+001 
1.724005000000000E+009 -4.402637299935135E+000 6.155648356324564E+001 -8.844580533681498E+000 1.533620090597056E+002 -6.312310865227166E+000 1.696146948404447E+002 -1.913953716303633E+001 7.242818236111721E+001 
1.724450000000000E+009 -4.417576974486939E+000 5.992969186742100E+001 -8.652921214466751E+000 1.550611806920165E+002 -6.232908391628111E+000 1.690966386810859E+002 -1.949394984563646E+001 7.009964181054401E+001 
1.724895000000000E+009 -4.340872120110379E+000 5.922228852013267E+001 -8.577305464676885E+000 1.544033117250538E+002 -6.201243931797801E+000 1.671517240798086E+002 -1.956465649428414E+001 7.087852408298933E+001 
1.725340000000000E+009 -4.551967724605915E+000 6.060505894280777E+001 -8.280552567063744E+000 1.561458877453128E+002 -6.199732068998728E+000 1.692118888915156E+002 -2.037870247807952E+001 6.754659638372527E+001 
1.725785000000000E+009 -4.432931517694918E+000 6.057838574468322E+001 -8.370076298114755E+000 1.543915596166680E+002 -6.027398840824041E+000 1.702680439949529E+002 -2.034153868802001E+001 7.487220017506662E+001 
1.726230000000000E+009 -4.873160988404623E+000 5.879241848164165E+001 -8.417119443364818E+000 1.537358191277664E+002 -6.214901894674115E+000 1.671160307107419E+002 -2.061125334388288E+001 7.087147345785058E+001 
1.726675000000000E+009 -4.551925499828175E+000 6.070664191106492E+001 -8.171412761580166E+000 1.578779837221469E+002 -5.917604639795733E+000 1.686102712010214E+002 -2.115265426993488E+001 7.048963965617907E+001 
1.727120000000000E+009 -4.608631659594336E+000 5.859216838263669E+001 -8.264881080280794E+000 1.566869726470939E+002 -5.953679444315127E+000 1.663885736683313E+002 -2.179326624789226E+001 6.970335743816195E+001 
1.727565000000000E+009 -4.696362085406007E+000 5.621357767406141E+001 -7.938449370102781E+000 1.565906440970544E+002 -5.897606406325562E+000 1.665305367097374E+002 -2.139534398942995E+001 7.148803668803328E+001 
1.728010000000000E+009 -4.970061424895562E+000 5.492086856889480E+001 -7.793958744923458E+000 1.568214767559502E+002 -5.906818631188294E+000 1.685054176153782E+002 -2.131730258878226E+001 6.984950639306318E+001 
1.728455000000000E+009 -4.682198126900391E+000 5.724723574005613E+001 -7.853129896636681E+000 1.560235493942866E+002 -5.661832709806563E+000 1.667398521625742E+002 -2.163221938015277E+001 6.952588584145504E+001 
1.728900000000000E+009 -5.083484329309293E+000 5.547561104606881E+001 -7.591043763048990E+000 1.575612115719924E+002 -5.723648095096781E+000 1.673181131744409E+002 -2.239370906919007E+001 7.371605052425466E+001 
1.729345000000000E+009 -4.735860766833244E+000 5.865384497103145E+001 -7.374400968966799E+000 1.574390354052812E+002 -5.559231663380374E+000 1.672483558310955E+002 -2.250142162383936E+001 7.353348182238916E+001 
1.729790000000000E+009 -4.961102419392776E+000 5.379177861994685E+001 -7.503375862416505E+000 1.565561490991850E+002 -5.635834815215847E+000 1.640103320799609E+002 -2.246730342388161E+001 7.489433800787967E+001 
1.730235000000000E+009 -5.045177283795180E+000 5.657088135522402E+001 -7.685654924558310E+000 1.584744373900883E+002 -5.452251863615038E+000 1.644870552740587E+002 -2.398589425439205E+001 6.200605323257461E+001 
1.730680000000000E+009 -4.930209321595986E+000 5.622639586463434E+001 -7.469418810504831E+000 1.542525455420522E+002 -5.463214122583705E+000 1.643705047473118E+002 -2.377843397292706E+001 6.944403619423122E+001 
1.731125000000000E+009 -5.031853511431971E+000 5.911508483363565E+001 -7.413549462894826E+000 1.548870198239378E+002 -5.385259321534611E+000 1.641161554255975E+002 -2.445600807068034E+001 7.021067070398870E+001 
1.731570000000000E+009 -4.973321091572266E+000 5.459010827916197E+001 -7.456924678580026E+000 1.581268752784602E+002 -5.318449974980139E+000 1.626086533748647E+002 -2.461631640868648E+001 6.657212939390352E+001 
1.732015000000000E+009 -5.321264057066082E+000 5.306100045632159E+001 -7.221109309615903E+000 1.561266051136956E+002 -5.262668311187136E+000 1.603177553026407E+002 -2.534958272149074E+001 6.679716126271356E+001 
1.732460000000000E+009 -5.220784474821644E+000 5.576493504926412E+001 -6.869170583175868E+000 1.544190613033630E+002 -5.221511892916105E+000 1.627751783083417E+002 -2.610576833024109E+001 7.114554378564320E+001 
1.732905000000000E+009 -5.467807155425678E+000 5.159386307880376E+001 -6.901582402046419E+000 1.567314525255003E+002 -5.301541505424852E+000 1.598070735312989E+002 -2.640355295136536E+001 7.603961404942642E+001 
1.733350000000000E+009 -5.147644349632255E+000 5.464661694809322E+001 -6.997940777718423E+000 1.579787770637025E+002 -5.112003350111718E+000 1.614433442236290E+002 -2.687931261490989E+001 6.020429759411282E+001 
1.733795000000000E+009 -5.569561610857304E+000 4.955824835727574E+001 -6.657835822754097E+000 1.571585463248032E+002 -5.082852559448639E+000 1.605024339650354E+002 -2.734839134889654E+001 7.142890705338176E+001 
1.734240000000000E+009 -5.446225554378750E+000 5.306883189585081E+001 -6.604736270299943E+000 1.579478951884597E+002 -4.987639492008134E+000 1.594675155187001E+002 -2.747334075916222E+001 6.821655280612416E+001 
1.734685000000000E+009 -5.567456577341635E+000 5.096657269674311E+001 -6.605177089158013E+000 1.567080765238379E+002 -5.088242472272289E+000 1.596747435530209E+002 -2.916052992001767E+001 6.010473863391432E+001 
1.735130000000000E+009 -5.725703927127070E+000 4.835302130775549E+001 -6.538347645665048E+000 1.582995707379211E+002 -5.006478193655234E+000 1.596486240108962E+002 -3.023640313173700E+001 7.261680115421335E+001 
1.735575000000000E+009 -5.650858216314232E+000 5.189238840322334E+001 -6.347140744742903E+000 1.579928941364559E+002 -4.842600920461910E+000 1.605413418411529E+002 -3.012051459600308E+001 7.103537542948355E+001 
1.736020000000000E+009 -5.478108236314681E+000 4.997747799044146E+001 -6.348534885414186E+000 1.596004702784052E+002 -4.738681125928283E+000 1.603165108822377E+002 -3.185112339800885E+001 7.765512572486064E+001 
1.736465000000000E+009 -5.903127737414796E+000 5.131751394278454E+001 -6.384465611138241E+000 1.575189331081580E+002 -4.806183601891702E+000 1.629933816973070E+002 -3.186785823893483E+001 6.818444083054942E+001 
1.736910000000000E+009 -5.690335802441411E+000 5.356387242803047E+001 -6.066646780059525E+000 1.579526460964443E+002 -4.701904762547672E+000 1.594105971650033E+002 -3.315766993709941E+001 5.670006012390535E+001 
1.737355000000000E+009 -5.585817377507639E+000 4.789386788992856E+001 -6.191355784964833E+000 1.564121362962427E+002 -4.637665747192733E+000 1.565491429705937E+002 -3.405606488155489E+001 7.201131240142847E+001 
1.737800000000000E+009 -6.017916979440708E+000 4.811803485602702E+001 -5.997577122540547E+000 1.574499127043940E+002 -4.662135857399117E+000 1.556836219318953E+002 -3.540238098826269E+001 9.623924089806012E+001 
1.738245000000000E+009 -5.720861600796163E+000 4.760451858008585E+001 -6.042733382655432E+000 1.578776043389544E+002 -4.576012381408313E+000 1.553949873291368E+002 -4.015595239429938E+001 5.358646430491080E+001 
1.738690000000000E+009 -6.068994535697427E+000 4.652852390938152E+001 -5.815939892140766E+000 1.583279297501963E+002 -4.607884216931554E+000 1.542403414774938E+002 -3.948208729600183E+001 6.464712226310317E+001 
1.739135000000000E+009 -6.020179722207184E+000 4.539778575433201E+001 -5.879506694024506E+000 1.596475054248092E+002 -4.519584917004987E+000 1.531439778532757E+002 -3.932030881961727E+001 1.036811619201923E+002 
1.739580000000000E+009 -6.085034944565434E+000 4.533537079854738E+001 -5.776167830922267E+000 1.568803492615461E+002 -4.523704279369490E+000 1.542240576694092E+002 -4.551317245827357E+001 3.459647440602404E+001 
1.740025000000000E+009 -6.225737002860606E+000 4.825598504805785E+001 -5.767052236099945E+000 1.586429441577263E+002 -4.372272414042112E+000 1.536276704760712E+002 -4.859823374015782E+001 1.378367215698995E+001 
1.740470000000000E+009 -6.204806680016922E+000 4.934792384490644E+001 -5.576052466645109E+000 1.582772318204043E+002 -4.327917546447787E+000 1.526654815273807E+002 -4.565570700918106E+001 -1.432914271125508E+002 
1.740915000000000E+009 -6.209810639057504E+000 4.626324070731067E+001 -5.509833126840249E+000 1.570749129071425E+002 -4.306576659156668E+000 1.553954433781214E+002 -4.108146069504869E+001 -1.393984901902942E+002 
1.741360000000000E+009 -6.400339761984554E+000 4.766000636782263E+001 -5.545288288537282E+000 1.587268586566779E+002 -4.304501698112137E+000 1.518686043930307E+002 -4.523017086886858E+001 -1.493982815358899E+002 
1.741805000000000E+009 -6.155117662007433E+000 4.943496459361074E+001 -5.347868345252405E+000 1.584365208082335E+002 -4.202295536081737E+000 1.548883318385315E+002 -4.058682150258814E+001 -1.188453523321359E+002 
1.742250000000000E+009 -6.317753373052862E+000 5.010238660998166E+001 -5.419075063717239E+000 1.570904800364858E+002 -4.156121746038609E+000 1.531769259187331E+002 -3.771081783958455E+001 -1.121505182169743E+002 
1.742695000000000E+009 -6.346090201351380E+000 4.895738708243427E+001 -5.213026354442731E+000 1.598080404241244E+002 -4.132309837727041E+000 1.508000840235174E+002 -3.736135729722212E+001 -1.257578512126578E+002 
1.743140000000000E+009 -6.602569057646977E+000 4.792927318305900E+001 -5.221390698504679E+000 1.583730928422909E+002 -4.160115811382665E+000 1.507547703292840E+002 -3.289212181504122E+001 -1.138179974984014E+002 
