# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S12 ang:Trc2_S12 db:Trc3_S21 ang:Trc3_S21 db:Trc4_S22 ang:Trc4_S22 
1.720000000000000E+009 -6.457111601326202E+000 8.240987717437565E+001 4.001299086920215E+000 -1.021460454288788E+002 -4.778723107807057E+000 8.704492084940401E+001 -2.374967163192286E+000 -2.928853321699900E+001 
1.720445000000000E+009 -6.948281097114419E+000 7.891167194943087E+001 -5.024323674709694E+000 9.036097662053686E+001 -4.672571490954935E+000 8.826069882893410E+001 -7.548126214944039E+000 -1.775165254741904E+000 
1.720890000000000E+009 -7.070352199183159E+000 7.618061937821386E+001 -5.069506049624296E+000 9.033856932106464E+001 -4.646658236931603E+000 8.628190854608130E+001 -7.378826857774868E+000 -2.014689878405211E+000 
1.721335000000000E+009 -7.444199217798897E+000 7.555804016445312E+001 -5.030525685847918E+000 8.870685298515230E+001 -4.761597630261663E+000 8.480089672418765E+001 -7.288045988799387E+000 -1.529896831733295E+000 
1.721780000000000E+009 -7.025438282554929E+000 7.872225387078008E+001 -5.068606364480396E+000 8.797995558957068E+001 -4.639066882096461E+000 8.595581731159332E+001 -7.375180050332327E+000 -2.482810754300392E+000 
1.722225000000000E+009 -6.921123781361036E+000 7.713893597620201E+001 -4.976998680515430E+000 8.573272465595073E+001 -4.636043445111833E+000 8.667867885697636E+001 -7.426895408304947E+000 -9.964346114571969E-002 
1.722670000000000E+009 -7.340981479516852E+000 7.556446351891474E+001 -5.016543539592964E+000 8.666204284007111E+001 -4.569787575062648E+000 8.441455998476421E+001 -7.543257814033233E+000 -2.753167802448113E+000 
1.723115000000000E+009 -7.097815517913389E+000 7.806992414534199E+001 -4.932895250947824E+000 8.471696472679777E+001 -4.532385478836434E+000 8.450789548845147E+001 -7.253997553098856E+000 -2.833728673932355E-001 
1.723560000000000E+009 -7.357976915979285E+000 7.539070538244263E+001 -5.015863973588972E+000 8.631170331486597E+001 -4.561753963456140E+000 8.287811920680102E+001 -7.279389507601833E+000 -2.473441795397571E+000 
1.724005000000000E+009 -7.312536607938614E+000 7.517279985343336E+001 -5.015956873007891E+000 8.643574806179370E+001 -4.550553700312168E+000 8.333283020538330E+001 -7.384031771250628E+000 -2.227024001574488E+000 
1.724450000000000E+009 -7.407822390636785E+000 7.694250715948836E+001 -4.959808335654929E+000 8.666447871179840E+001 -4.604776709588080E+000 8.421758168135419E+001 -7.446002481435794E+000 -1.932814750177175E+000 
1.724895000000000E+009 -7.108999799940867E+000 7.626983262417171E+001 -4.896781296116630E+000 8.390822967085849E+001 -4.550962864794169E+000 8.458613690153020E+001 -7.529478682497782E+000 -2.648610743578022E+000 
1.725340000000000E+009 -7.786326906423385E+000 7.094938644160293E+001 -4.962202128444080E+000 8.435879514964610E+001 -4.503818429952348E+000 8.231719171023239E+001 -7.369833779800383E+000 -2.810137705929244E+000 
1.725785000000000E+009 -7.608599811838610E+000 7.551623107807593E+001 -4.930564719049854E+000 8.304741530707777E+001 -4.494749458873775E+000 8.394709106949642E+001 -7.402807963964187E+000 -2.315067085391768E+000 
1.726230000000000E+009 -7.941238463450621E+000 7.199200920902536E+001 -4.925630558859950E+000 8.217286366098630E+001 -4.579778361206514E+000 8.078999469811880E+001 -7.373013019416148E+000 -2.392114526343012E+000 
1.726675000000000E+009 -7.881639445290847E+000 7.018132362614286E+001 -4.990272034209170E+000 8.261765704537710E+001 -4.495686880697114E+000 7.891186654516723E+001 -7.360159452796281E+000 -2.807993365537768E+000 
1.727120000000000E+009 -7.857125654178463E+000 7.463913447380453E+001 -4.904058424560211E+000 8.101092866203132E+001 -4.535914002835395E+000 8.142970204637994E+001 -7.392326830612179E+000 -2.398491662598286E+000 
1.727565000000000E+009 -7.851589992231620E+000 7.017733254669231E+001 -4.891370051306027E+000 8.357337641829699E+001 -4.400106141846925E+000 8.063331060827819E+001 -7.371344327421271E+000 -2.909715561779281E+000 
1.728010000000000E+009 -8.204055545924380E+000 7.312486386703216E+001 -4.954893620724529E+000 8.093193600760320E+001 -4.613477020177011E+000 7.929362010022391E+001 -7.149433861439942E+000 -2.027628771605782E+000 
1.728455000000000E+009 -8.103813218618187E+000 7.025650143260243E+001 -4.861401439879634E+000 8.007862198328743E+001 -4.553453086697933E+000 7.918675351135865E+001 -7.293653421946273E+000 -1.942784745879947E+000 
